Comment,Abusive
Correct anvu anna anedi lanjakoduku ni thokali vadu poradu,2.0
Vadi mukku ne notlo pettukoni chikura musali na Kodaka,2.0
Nuvvu kuda edho Femous avvalani chudaku ra howla Lanjoduka,2.0
Sare ippudu ni guda m nosthandhi Vadiki gun man lu unnaru ani niku guddddddal kaluthundha,2.0
Am matladuthunnavu babai,2.0
Ni guddha deggimdaa vadu,2.0
Are sulli ga nee guddala naa modda,2.0
Velli vadi modda gudu,2.0
Uncle ne mokam la sulli,2.0
Neekenduku raa pukaaayana entha mandini pettukunte neekenduku raa pukaluchha naa kodakanee bathukulo na moddamusali lanja kodaka,2.0
Nikkenduku ra pukka nuvvu poyee Avinash moodi Nagaku,2.0
Arey nuvu avadura lanjakoduka ma Anna Gurichi matladuthunnav niku Avinash Anna Gurichi niku em telusu ra suliga,2.0
ni peru andhii ra lanjaakodaka ,2.0
Niku andhuku ra lanjakodaka vadu ala althay vadi modda gudura,2.0
Nee guddhem nosthundra musali naa modda nv kusoni kurukurelu ammuko Vani paisalu vaani istam vachi nee penlanni dhenguthunda vadu,2.0
thamudu thittadu ninnu evadu degandu vani thidithe ni bava na vadu,2.0
Ne gudhala chhapa mullu Erica,2.0
Nuv gitlaane valla villa gurinchi matladithey nuv anna gun men luu vachi guddalo dengithey gaddala eguruthav,2.0
Ni moham vadi modda laga vunadhi Chusukoo fast tharutha vadi gunman modda gudavachu gani yerri puka miku yenudhuku insta gram poie pani chesukune Dhaka Gudha balisi kotukuntunavvv koncham Ana general knowledge lekundda Gudha lo thanthi sadhalo pothavv na kodukaa,2.0
Neeku emayyindhi be lucchaa saale,2.0
Vudu fam avudam ani vannni thidthundu new batch edu wall come ra musali lanjoduka,2.0
MLA mptc vallu sulli chiku ra lanjoduka nii bathukuala sulli,2.0
Niku andukura nii gudhal dhamu untey nuvu pora jabrdasti ki lanjoduka nii bare gudhala sulli kare lanjoduka,2.0
Bhagane extralu dengutunaru ga lanja koduka,2.0
Ray puka neku enduku ra piche puka,2.0
Maa Uriki vasthe pillalu kotti mukkuni sava dentharu,2.0
Orey Janjakodaka neee pellannni doggy style lo Denga  Asalu vadu ninnu yem annarra Vadi life vadi istam kojaaaaaa lanjjjakoduka,2.0
   and          10       100                ,2.0
Pichi lanja kuduka,2.0
Vani sully check ra nv,2.0
Neekem nostundhira mussali lanjodkaa,2.0
nv avadu raaa lanjakoduka haaa trolls cheyaniki,2.0
Vallu Gunman lu kadhu ra guddddi nayalaaa,2.0
Uncle ni eppudo dengindu anukunta,2.0
Neekendhukura pookaaa,2.0
Arey nuvu evanivi ra suligaaina oka artist ranuvu pothe ni pakana kukalu kuda ravu puka,2.0
"Musaloda neku nduku bey 
 Gudda musvukonii Undu 
 Adii body guard muku Avinash petukoleduu ra Sulligaa 
 Telusvukonii mataladuu ra musalina moodaga",2.0
ni muthilla nasulli salle gudhalla 8mm radu dimpitha banchodh salle,2.0
Ninnu chepputho kodtharu ra puka,2.0
Nigudhal sulli,2.0
Faltu lanjodaka,2.0
AAthu gadu,2.0
Pora pilla puka,2.0
Eedu school ega dhengindu,2.0
Aatulu lenodu kooda neetulu dengey rojulu mowa evi,2.0
Vadi madagudu,2.0
Velli adi sulli giru,2.0
Eedu mana athul hey ga,2.0
In  ,2.0
Kuttamudukora kullu lanjakodakaaa,2.0
Nuv school ki dengay Lekapotey me ayya pagal10gutadu Ney vollu,2.0
Bunny anna fans entani lanjakodukulu ra puka ne Amma puku ra lanja kodaka,2.0
Neku endhuku raa sulli gaa,2.0
Oka lanja koduku grinchi oka lanja na koduka chepthunadu,2.0
Mundhu BhAAi athulu gokamanu,2.0
Madaguduvu,2.0
Ni Amma p,2.0
Ah song entra ado ERRIPPUKU Nuvvo pedda ERRIHOOK,2.0
Are pichhla enjoy Nahin Baat sale chutiya,2.0
Chutiya Allu Arjun,2.0
Jai AAthu puku,2.0
Aadi modda gudu vellu,2.0
athulu for a reason,2.0
Modda ra modda,2.0
A mullu tisi ne gudhalo aa bunny gadi gudhalo pettu kondi,2.0
Vado pichi puvu nuvo erry puku Lanjoduka ni Amma poi vala ayatho pandidha,2.0
Poi chaduvukora lanjakoduka,2.0
Madaguduvi,2.0
Adu erripuku,2.0
           18    response ,2.0
Velli allu arjun gadi modda guduvu,2.0
madda kuda ra erri puku,2.0
AAthuluuu endhukuu denguluu thentai Endhukunteh vallaa hero dhulagaduu ganakaa,2.0
Cheptunadu peddhha lanjoduku,2.0
Vadoka mundodku nuvoka lanjodikivi,2.0
AAthu gadu dhenguthad le ni ammani,2.0
Atula star,2.0
      gudu,2.0
AAthu gadu,2.0
First school ki pora puka,2.0
Haa mulini thisi gula pettukori miru mi bhai,2.0
Na kodaka magurinchi emanna anu kani draling fans ki emanna modda gudupistha,2.0
Nuvvu pedda aripuku,2.0
Nike kullu raa puka anduke pettav video raaa pukaaa,2.0
Na lavada,2.0
AAthu bhai,2.0
Allu arjun modda gudu aatulu gadu,2.0
Bheheinchut,2.0
Vorai lanjakodaka Nuvu ni vallu antha vellii all Arjun moddagudu isthadu niku vaadu sollu,2.0
School egadengindu bhAAi,2.0
chetakani puku,2.0
apara lanja kodukAA,2.0
School ke po ra pukaa 1st,2.0
KjjAA la vunnade veedu,2.0
Bunny pooklo modda dengey,2.0
Nuvvu school egaradengavu,2.0
Arey lajja kodaka ni yamma puku mina athulu thisukoni misalu pottukora lajjakodaka,2.0
Pora lanjakoduka,2.0
School ki pora puka mundhu,2.0
Madda gudu ra pukaa,2.0
Enduku ante nuvvu langakoduku kabatti  langakodaka antava ra chusevallani ni yammani chusava ni valla ni amma ki matalu vasthunayi AAthugadu vachi ivanni em apaledu artham chesuko ra langakodaka,2.0
Ayite alluarjun modda kudu vellu,2.0
Vidu cheppedi sollu lanjoduku vidu asalu chapri naa batta,2.0
Mg,2.0
Poyi aathu modda guduvu,2.0
Itey me amma puku naki naki dengutha,2.0
Modda gudduvu,2.0
SKN dhi gudu bhayya nuvvu,2.0
Mg raa,2.0
School nuddi yeppudu vachav raa lavadaga,2.0
Dengundi andaru sulli,2.0
Meeru ra lanja kodukulu,2.0
Mandu school ki vellira puka thuruvatha aa mg chadavigani,2.0
Nu guddda muai ra puku mee valla ne me banny Anna ne trool chestunaru vaddu oka anna nuvu oka tammadu,2.0
School pokuntee neku dhimputaru gudhaloo mulluu,2.0
Poyi mee Aathu gadini adugu ra cheputadhuu lanjakodakaaa,2.0
Comedy puka,2.0
Poo ra lanjodka,2.0
Oka Lanjakoduku Chepthunnadu Lanjakodaka ani,2.0
School    AAthu ,2.0
Abi mei gali nahi deh sakhta Family family dekh ke Aise aise gali du madar chod vale,2.0
School ki pora pka mundhu,2.0
Pilla pukagallu kabatti,2.0
Evadra ee pilla Puku,2.0
Veli athulu gadi mada gudu,2.0
Vadi madda kudu velli,2.0
Adhi ok But Nuv Ey Class Ra lanjodka,2.0
Nuvvu apara sollu niku ni bunny gudhallo pedha mullu,2.0
Ne banny puku na sulli,2.0
Lara puka pukla allu arjun,2.0
AAthu,2.0
Elli me banny Anna madda gudura erripuka lanjodaka,2.0
Erri puku lanja kodaka a gangothri kojja banner vepista ra nenu a pushpa 2 ki,2.0
Nuvvu ra lanja kodaka kojja lanjodaka maddaguduvu,2.0
mi pilla kuthalni denga school open ayyindhiga dengeyandra,2.0
Nuvvu school ki pokkuntey neeku vuntaadhi fullu Pilla AA thuga,2.0
Chapri star,2.0
School ki velu ra huka,2.0
Ollu degara petukoni matladu ra lanjakodaka,2.0
Velli me bhAAi gani madda gudu endhuku ra meru gelikichukoni trolls chayenchukuntaru,2.0
Vadi madda nv kuduvneedhi vadu kuduathadu,2.0
AATHU gallu kabatti,2.0
Po ra na sulliga,2.0
Pilla puk Army Vachindi roi bayapadandi,2.0
Udatalu pattenakodaka adymullu teskone negudhalo pettuko,2.0
AAthu fans unnaru jagrata,2.0
Gelukuni mari mullu me allu anna gucchukunnadu guddhalo mullu,2.0
AAthu fans,2.0
Arre lanjakodaka gudda musukoni mingey,2.0
Vadi madda kudu lanjodaka,2.0
Mullu kullu annapuday ardumchasukovalsindii I did a mistake AAthu fans are different,2.0
Mudhu adhi ni kulikovadhu ani chypandhi raa pilaa na lo la raa,2.0
Rey Rey evarra meerantha Dengudham ani vachi denginchukunattu vundhi raa ayya,2.0
Banny ha na sulli,2.0
Aapu ra nee sollu gaa,2.0
Me bunny annaki ivvi me Amma sollu yerripuka lanjodakalara MI amma,2.0
Sare raa manchi lanjodka antaru bro chala Mandi yenduku neeku ee video lu,2.0
Nibaa athulu fans ,2.0
Mingulu kayadaniki tappithe yenduku ra Nee sullu,2.0
Orey paaki dengey ra lanja kompa nunch vachey aripook allu arjun Moda gudu,2.0
ni ammani dhengaduga andhuka,2.0
Ne Amma oka lanje ayithe andhari ammalu anthera pulka,2.0
Nuvvu ra asalaina lajodaka,2.0
School ladha pooka,2.0
Aa bunny lanjoduku kantey Kullu Gadu yevadu leru,2.0
Aattul fans,2.0
Velli alluarjun modda guduvu,2.0
Allu arjun ki ledhu mulli anduke pellam frnd dhi pettukunadu mullu lanjakodaka,2.0
Nuvvu school ki vellura puka,2.0
Po ra lanja kodaka school ki poooo,2.0
Puka naku ra,2.0
VELLI AA MG,2.0
AAthu fans assemble,2.0
Aathul taching bro,2.0
Me amma ki puttaley ra pichi puka    ,2.0
Lanja kodaka,2.0
Pora puka,2.0
Niyamnau dengadaniki raa lanchakodaka dhomal silethavi,2.0
Me amma puku ra,2.0
Me amma puku ra,2.0
Lowda anu,2.0
School ega dengavuu kadha,2.0
Madda kudu re puka,2.0
Madha kudu ok,2.0
Pukka,2.0
Poyi vAAdi mg,2.0
AAthu fan bolthe,2.0
Badi yega dengivav nuvvu badiki pora pilla poo,2.0
Pora Pilla Puka,2.0
ni notla na sulli,2.0
School ki poo brooo firstttuu,2.0
School ki raledhu endi ra veri pukka,2.0
Sleep poka,2.0
Kindly requesting you to go school ra errifooka,2.0
Aa chepulatho dengali ra mimalni school ega dengi reels chesthunaru,2.0
Nuvu ala ge allu arjun gani pogidavo nu kutta alage petti dengestar,2.0
Ni puku lo sulli pettadam ante okavarame bcz ni kutthhaa lo modda pedithe pandage,2.0
Vala veyyadam kadhu ni puku ki gelam vesthanu,2.0
Pata ni Moda gudpakandi please,2.0
Dengayyyyyyye,2.0
Puku Naku Lanza nae guida damka,2.0
lanjakodka naa kodaka,2.0
Kuttha,2.0
Erri puku Karri puk,2.0
Na modda gudduvu raa lanja,2.0
Ppuchi puka,2.0
what a answer bro,0.0
Avnaa mari Deniki chustunavuu,0.0
JBL shot,0.0
Penta reddy ayina ok astulu iste,0.0
endi bro anta mata annav,0.0
Roju rojuki veedi arachakam ekuavtundi,0.0
hahahahahahahahahhahahahahahahahhahaha,0.0
Instagram bhaiyata,0.0
Koja viduva lara,0.0
Dislike Burton   ,0.0
Dialogue cheppangane sappatlu kodtharu ankunnadu alvatula,0.0
Ym chepparu,0.0
Hi aunty girls,0.0
Movie songs political songs,0.0
Correct ga set aiynidhi e pata scamgress ki,0.0
ANNA NUKU LORY GUDDINDA,0.0
E movie okka vyasanam malli malli chudali anipistundi,0.0
Hate from Mumbai bhai ,0.0
Ni lanti vallu untaru aney moon lo site kondam anukuntunna bro,0.0
True love bayya,0.0
Instagram  poye roju daggarlo undhi,0.0
Eppudo 16 years back ago vinnanu 1st time till today the best lyrics for me,0.0
Akkada emi ledhu sir  adho undi ani manam anukovali ani vadi feeling,0.0
Hii anna,0.0
Maa dasanna,0.0
Meerantha ekkaduntarubayta eppudu kanapadaru,0.0
Maybe theyre the last generation like this  Nt anymore ,0.0
Enty adi house aa ladies hostel aaa,0.0
fee pay chesta velli join avvu ra,0.0
Dj mathe remix mad avr kelsaa bedroo anna bandh avree,0.0
Edaina jaga nanna song vibe tarwate,0.0
Finally Thappu matram pillaldhae,0.0
Marriage chesukoni em chestadu ra ninnu,0.0
Wahhhhhh,0.0
Antae epudu ne asthi kosama,0.0
Akka I love u Akka,0.0
Super talent sister,0.0
congratulations bro,0.0
Dandaalu dutha,0.0
manaswini eeeehaahahaa,0.0
Time to click not interest for this channel,0.0
Barabarabara rakaleee,0.0
Naku telusu bro nv e reel chestavani,0.0
Rey,0.0
Kanna lo k silent,0.0
Annna timinge time we want rerelease this movie,0.0
manaswini dokla is good tho ,0.0
Dulapally ki Australia Peru apdu pettinar ,0.0
Kani bore aite nee videos chustunna brother navvi navvi mind fresh avtundi,0.0
Horror movie will be best choice for Rashmika,0.0
My friend,0.0
meee,0.0
Inti address cheppu nuv first,0.0
Anni bayala kante goppa bayam ento telsa IT Ride,0.0
5 new version,0.0
Rara by,0.0
Mapples ekkinchuko bro best,0.0
Anna Mark Zuckerberg ki Facebook ela develop cheyalo cheppadu,0.0
Ala troll chesina vallandariki allu arjun fan ga happy childrens day,0.0
Hyd ni abhivruddi chesindi CBN kcr ani ana kandi,0.0
Ni pata vinaka mella mellaga songs vinalibaney mood potundi,0.0
ok,0.0
Prettyy,0.0
Arey Naku oka doubt are you men or boy,0.0
premshinde ey thank you,0.0
Thammudu peru adhe pettava,0.0
iamrady,0.0
This is good but we like jaganannna song,0.0
anna nice anna,0.0
Kani nuvu andam ga levu,0.0
Sulliga ga poora r m songs r sulliga,0.0
Dum masala pan masala,0.0
Anna ni video omlete varuku vasthundi ,0.0
Dady,0.0
Bro when did u get the piercinggg woahhh u look different from school but recognised you mmeghana,0.0
Mahesh babu maaku yendukura babu,0.0
Adhi oka time aa enni days iyendhi babu nvu ne interview,0.0
famous kavadaniki,0.0
lol,0.0
Same pandukothi laga unnav ra bahi,0.0
She can fix me ,0.0
dm,0.0
Ne Amma ke,0.0
Bro first spellings nerchuko,0.0
Apara babu sodi,0.0
g yes pls,0.0
Idhi 144p kadhu 05p,0.0
maloth nanaaa,0.0
Mark mark this Instragram kotha update lo marchey avidaki ,0.0
Ne koduku Peru pettale mari,0.0
Those who lose all school friends and got admission in jhatu college,0.0
Vallu mawa,0.0
Hello,0.0
Jaleda tho barabarabara rayeli,0.0
Madam,0.0
Masth echinav anna answer question adiginavadu Bali,0.0
Arey ee Telangana rajikyala songs anti raa maa ap kana darunanga vunie,0.0
velte vellu bro,0.0
Anna chest vedalpu avvali ante emcheyali anna chepu anna pls,0.0
Ramajogayya shastri garu lyrics mamuluga lev ,0.0
Attagadu attagadu,0.0
single ga vachham single ne veldham mawa,0.0
chusi enjoy Chei Mowa Aryan Rajesh nee video anta,0.0
Follow chesevalaki manaki buddi Undali mundu prati vidi kukkalni famous chestunnam,0.0
Pakka telugollam,0.0
Ha Kadapa mandhi,0.0
Preetiesttt ammai everrrr,0.0
thnx anna,0.0
Last but not least,0.0
Chala Baga padav,0.0
Em laydhu bro Mali exam lo markes thaguthayani chapthunam anthy,0.0
Super bhai,0.0
Arey Babu nuv akkada dorikevu raaa nee songs tho insta dlt cheyalani pistundi raa baboooo,0.0
Pink for yellow for my friend with niyyc tts,0.0
Model malla Reddy ve kaka nuvu,0.0
red avuthadhi bro cheppadaniki rakunte silent undu,0.0
Adiki adhi oka dialogue aa rasaru,0.0
dm,0.0
nice,0.0
Jai kcr jai brs,0.0
toxicboiii seek help,0.0
ediki likelu kavali,0.0
bread,0.0
Neeku namaskaram ra swami,0.0
Mana telugu ammayy ah ,0.0
sure,0.0
Any balaiyya fans here,0.0
neeku kuda chestha dha mari,0.0
Spilling thapu meghana my name,0.0
Nedi pettu natlo Naveen,0.0
Gap ivuu ra gap ivuu,0.0
Super Bhai,0.0
nuw makeup lekunda cheyochuga reels,0.0
meru kuda bavunnaru andi,0.0
Amo mari inka eaii eaii anta vallaki support chayaniki voka army vundhi amo ani bhayam ayindhi asalka chasthunav reels open chayali anta,0.0
Insta lo ki kotha singer vachadu ro pari pondi,0.0
69 missed call from marvel studio ,0.0
ohh mem iddaram nik cheyala vini,0.0
Mandhilo masala kalapadam elaney,0.0
Ramajogayya Sasthri left the chat,0.0
Ippudu chudandi masterlu nibbi lu vachi wow super antaru,0.0
Nuvu alage echava aunthy signals,0.0
Neke kavalane elante coments pedtunnara enti anna,0.0
Anthey bro,0.0
arey bhai Endhi bayya a Questions brovere level ans Echav,0.0
A ki e ki Theda yeppudu arthamaithadho emo ee janalaki,0.0
Anna nedhi uppal balu leaked video pettu anna,0.0
Firstvaniiiischoolpampieytharvathacheerudhvvvledanhteyvaduuuninucheruthaduu,0.0
Ravale ravali telugollu andharu ravale,0.0
Odiyammooo  konni days ite  Aunty Signals telusukovadam ela  Ani books kuda vastai emoo,0.0
Karma ,0.0
Me bondha ra Me bondha evalani sava minganiki ra,0.0
Baking soda,0.0
Bhoomi medha konni vintha vi vunayi ante namaledu raa,0.0
Shock avvala murcha poyinam,0.0
Em chedham Mari,0.0
sunam este saripotademo antha harsh treatment enduk anna,0.0
Cover drive Ess cover drive,0.0
Jaganmayya nuv emo gani nee venalala iddari ammailu vasthunnaru ga valla id lu unte cheppu,0.0
cheyandi,0.0
nvu ra,0.0
yada nunchi pattukuvachara vidni,0.0
Kastapadi vache palitham manchi should ga untadi adi kastapadda vadimatrame telustundi,0.0
avi396 niku e video chusthe navu vasthundha,0.0
Am bro ala anesav,0.0
Telegeee radhu hindhi endhuku last song iethe,0.0
AM,0.0
Aira tammudu love you ra,0.0
They paid no,0.0
g yea add me bro,0.0
reddyy akka ur also a garal y ur attracted to her,0.0
Anyone in hyd  New here to try,0.0
Okaridhi okaru hand pump chesukondi mawa brothers,0.0
g add Karo mawa,0.0
Hahaha,0.0
kavala nadi yarrga vuntadi bagaa,0.0
Mass anna,0.0
Adress pettuu adress pettuuu nuv adress pettuuu ade ekkadoo,0.0
no one can defend ur beauty,0.0
Super   bro      ,0.0
Enti edhi editing ha nenu inka real anukuntuna ,0.0
Free ga chestunava,0.0
Super kaka,0.0
Nuvu bacteria aaa nuvu bacteria,0.0
Miss you,0.0
Naani Tuu niii,0.0
Ninnu chipinchadanikemo bro,0.0
Aa laptop midha oka hydrogen bomb  pettu pida vadili pothadhi,0.0
First face figure eh chustham character bad aithe vadhilestham,0.0
Karthika masam kadha ,0.0
It hurts more than anything ,0.0
Nee gonthulnaa dhadu,0.0
Any girl from hyd,0.0
Podu podune e mogalo video kosame insta open chesa anukunta daridram yak thu,0.0
Arey valu gunme,0.0
Nee number pampu bro,0.0
Antha organic chemistry mowaa,0.0
Telugollam antar ra babu,0.0
g add,0.0
kadna bulla,0.0
Instagram use chestunna vala andarini chapdaniki fix ayyav anukunta,0.0
wack,0.0
Annam spiling raledha bro ,0.0
Idonate my eyes,0.0
add,0.0
rocket launch chestaaru kadha andhulo velipodham le,0.0
Attendance ledh antuna,0.0
I wish I had intha andham as her,0.0
Puii,0.0
Psychologist kadu Sexologist,0.0
avaru ra nv entha talented ga unavu,0.0
Ore niku kuda security avasarama,0.0
Abbaa Mahesh Anna comedy antee mamuluga vundadhu,0.0
Campus selection lo select ayyaru ani publish chesi tarvata join chesukoled idena life set ante,0.0
Manaku chadhuvu tappa Anni intrest he ,0.0
same nalage unnaru ammalu andharu,0.0
meru principal ah madam,0.0
Vere level poo,0.0
ni Chelli ayyi untunde le anduke feel ipotunnav,0.0
Eppud  ippud   Ela ila ,0.0
Nivu ticket book aythavu brooo payneki,0.0
Niku phn vasthundhi first chudraaaaaaaaaaaqqq,0.0
Aaattttt sindhaaaaarrrrr,0.0
Manam kali kalamlo kadhura babu kaama kalamlo unnam nee yamma dikkumalina jeevitham brahmam garu cheppinavanni ila thelikundane jarigipothunte vichithranga undhi bayya,0.0
bittubgmi noo,0.0
Inka ennenni chudalsi vasthadho lifelo,0.0
NV bar shop lo unav mawa vadhu po,0.0
Its not fare bro give me full video link,0.0
ounna,0.0
Hyderabad ki vasthava,0.0
Free scheme money janala dagara tisukoone money aafree ga tisukoonte tarvata roju petrol rate lu kirana rate lu current bill lu anni perugutaye,0.0
add meee,0.0
Veedoka waste fellow aa questions ni enjoy chesthunnattu unnadu anduke answer isthunnadu  anni atlanti questions eh aduguthaara veediki Veede ee pichchi questions create chesi edava dramalu aadatam  aa daridrapu questions ki answerslu ivvadam,0.0
MBBS ,0.0
Buddy,0.0
love u tooo anna,0.0
Superb performance,0.0
Elon mama aithe thakuve thiskuntad bro ticket ki,0.0
Sooo funny jokes songs,0.0
School ladha broh,0.0
entra idhi papam ra,0.0
High way kadha straight way,0.0
Rey evvvaraa meranthaaa,0.0
Are pagali song new,0.0
Super thammudu,0.0
i am leaving to mars,0.0
Guntur karam Goddu karam,0.0
1402 ila remix lu chaydam tappu sir,0.0
Actual ga Nee koduku peru undali kada ,0.0
meru aa batch kanuka sambandam lekunda vimarsalu chesthunaru,0.0
Ra,0.0
Devatha kadhu deyyam Ame,0.0
Akka,0.0
Okkk teesukone velle UKG loo padayandhi,0.0
Vallu clarity ga ne unaru makeee ardhm kavatledu,0.0
shut up you are so damn cute,0.0
Boya anna plzz cinema lu teeyadam maaney,0.0
Perlu companies kooda gurthu undai veedu companies ni shasisthadanta,0.0
Public nazar appudu ni narala paina ne untadi akko,0.0
Swiggy rip Zomato rip,0.0
madbiker,0.0
ni lekkaney paduthunadu kadhara same to same ah,0.0
Kanna anna,0.0
Such a good enterataier love u broh,0.0
Chi idhem song ane daggara nunchi idhe kadha correct song anetattu aipoyindhi jeevitham,0.0
Anna meet up epudu,0.0
Monnane kadha na husband mosam chesindu ani interview ichindhidu,0.0
Me in Allu Arjuns voice  Madammm ahh entaaa bagundiii madammm,0.0
Multi talent,0.0
All tym fav ,0.0
happy Diwali meghana,0.0
nuvve,0.0
who is these girl,0.0
hunter,0.0
Neve ga ingaa mothavari vee,0.0
Tqsm anna,0.0
Ippudu ante group lo msgs chesthunaruappudu aithe phone chesi mari cheppevaruaa anandham matallo chepplem,0.0
Aagaduaagipoo,0.0
THANKS BRO NI SECRET NI MAKU SHARE CHESINANDHUKU,0.0
Bap 1nobeta 10no,0.0
Superb,0.0
Super raa,0.0
g do add me too hehe,0.0
reddy telugu ah yup kani follow cheyyuu,0.0
e96tv,0.0
,0.0
poo,0.0
yedole akka,0.0
Anna eda putinav anna,0.0
Na Life eppudu Ela navvale bro,0.0
Nvu school kee vallu,0.0
add,0.0
Malla Reddy Super thanks,0.0
Nuvu rave,0.0
Eelanti Telugu amae jivatma lo vastay varay amaie ki chusay avusarum me ladu Acchu Bangaru Boma lo undi chiti talhi,0.0
Pilla ae uru nidhi,0.0
My bio,0.0
g Im up too,0.0
airanevanchalaenti,0.0
Vere mottham,0.0
nammavu kaani naaku koddi sepu ardam kaaldu mantunnadoo,0.0
tennn thank youuuu,0.0
Thamaru chadivi yelabettandi saaru,0.0
Jagan song telusa best of all time in politics,0.0
Eligible ,0.0
correct,0.0
Eyy ,0.0
g add,0.0
appudu erraga avuthadhi kani tellaga ela aithadhi,0.0
Mari am chayali ra,0.0
Lipiticuuu,0.0
bandla,0.0
University Inversity,0.0
Last lo smile chusi kuda bathike unnavallu oka like,0.0
Enduku ra,0.0
